age;job;marital;education;default;balance;housing;loan;contact;day;month;duration;campaign;pdays;previous;poutcome;y
48;admin.;married;primary;yes;1292;yes;no;cellular;1;aug;35;2;-1;0;unknown;no
57;blue-collar;married;secondary;no;6659;yes;no;cellular;9;aug;475;2;-1;0;unknown;yes
41;unknown;married;secondary;no;612;no;no;telephone;19;may;81;2;-1;0;unknown;yes
41;technician;married;primary;no;-1674;yes;no;cellular;27;may;29;1;-1;0;unknown;no
44;services;married;tertiary;no;7582;yes;no;unknown;22;jan;308;1;-1;0;unknown;no
37;services;single;tertiary;no;-4761;no;yes;cellular;13;dec;1148;1;-1;0;unknown;no
53;admin.;married;tertiary;no;-113;no;no;cellular;13;oct;754;2;-1;0;unknown;yes
26;student;single;primary;no;3915;yes;no;cellular;9;dec;7;1;-1;0;unknown;no
45;admin.;married;primary;no;2553;no;no;unknown;10;jun;457;4;392;24;failure;no
37;management;single;tertiary;no;886;yes;no;cellular;10;jun;298;2;-1;0;unknown;yes
47;services;married;secondary;no;-2741;yes;no;unknown;3;feb;74;1;614;4;failure;no
32;blue-collar;married;primary;no;1840;no;no;cellular;26;may;323;1;-1;0;unknown;no
65;unknown;married;secondary;no;-1438;yes;no;unknown;24;may;84;4;-1;0;unknown;no
48;admin.;divorced;secondary;no;1054;yes;no;cellular;2;jun;24;2;-1;0;unknown;no
37;services;married;secondary;no;-434;yes;no;telephone;12;jun;86;3;782;10;success;no
43;admin.;married;secondary;no;397;yes;no;cellular;3;apr;316;2;-1;0;unknown;no
42;blue-collar;single;tertiary;no;157;yes;no;unknown;1;may;229;6;545;6;failure;yes
46;retired;married;secondary;no;5713;yes;yes;cellular;9;aug;38;2;251;23;unknown;no
41;self-employed;married;secondary;no;8869;yes;no;telephone;27;may;792;2;-1;0;unknown;yes
53;entrepreneur;single;secondary;no;46;yes;yes;unknown;18;may;27;7;-1;0;unknown;no
19;blue-collar;married;tertiary;no;5843;no;no;unknown;17;jun;5;1;-1;0;unknown;no
33;admin.;married;secondary;no;-2051;yes;yes;cellular;18;may;130;3;-1;0;unknown;no
41;admin.;married;secondary;no;4621;yes;no;cellular;30;aug;12;1;-1;0;unknown;no
25;blue-collar;single;tertiary;no;2607;yes;yes;unknown;22;aug;343;1;-1;0;unknown;no
45;blue-collar;married;secondary;no;-3347;yes;no;cellular;4;feb;448;4;-1;0;unknown;no
51;blue-collar;single;secondary;no;-821;no;no;cellular;17;may;176;2;691;12;other;no
62;admin.;divorced;tertiary;no;93;yes;no;cellular;13;aug;326;2;207;10;failure;no
51;technician;divorced;primary;no;2314;yes;no;unknown;25;jul;399;1;-1;0;unknown;no
46;admin.;single;tertiary;no;2149;yes;no;cellular;5;feb;387;1;-1;0;unknown;yes
48;blue-collar;married;secondary;no;-33;no;no;cellular;24;may;144;1;-1;0;unknown;no
36;admin.;married;tertiary;no;-2006;yes;no;cellular;7;aug;28;2;-1;0;unknown;no
35;admin.;married;secondary;no;-4442;yes;no;unknown;11;may;248;1;-1;0;unknown;no
41;housemaid;divorced;secondary;no;-51;yes;no;cellular;14;may;143;2;-1;0;unknown;no
47;management;married;secondary;no;945;no;no;unknown;12;jul;101;1;-1;0;unknown;no
31;services;married;tertiary;no;6334;yes;no;unknown;26;aug;22;7;-1;0;unknown;no
51;technician;married;secondary;no;1733;yes;yes;cellular;10;mar;31;3;-1;0;unknown;no
45;unknown;single;tertiary;no;-520;no;yes;cellular;7;jul;59;3;-1;0;unknown;no
45;housemaid;single;tertiary;no;5697;no;no;cellular;27;jul;85;1;-1;0;unknown;no
32;blue-collar;married;secondary;no;2949;yes;no;cellular;29;jun;21;1;665;24;failure;no
43;blue-collar;single;primary;no;967;yes;no;cellular;16;jun;1024;1;-1;0;unknown;no
56;management;single;secondary;no;-3911;yes;no;cellular;23;jul;696;1;-1;0;unknown;yes
52;entrepreneur;single;secondary;no;-981;yes;no;unknown;21;jun;88;2;-1;0;unknown;yes
45;admin.;unknown;tertiary;no;1510;no;no;cellular;15;may;29;1;-1;0;unknown;no
33;admin.;divorced;secondary;no;250;no;no;unknown;24;dec;568;4;-1;0;unknown;no
37;admin.;married;tertiary;no;3019;no;no;cellular;16;may;6;2;-1;0;unknown;no
41;services;married;unknown;no;2244;no;no;cellular;7;jul;117;6;-1;0;unknown;no
37;technician;divorced;tertiary;no;-5590;no;no;cellular;16;aug;33;3;-1;0;unknown;no
51;student;married;primary;no;747;no;no;telephone;25;may;25;2;-1;0;unknown;no
21;housemaid;married;primary;no;2444;yes;no;cellular;15;feb;254;1;-1;0;unknown;no
32;blue-collar;married;secondary;yes;5758;yes;yes;cellular;22;jul;63;6;-1;0;unknown;no
43;admin.;married;tertiary;no;-3267;yes;no;cellular;22;may;54;6;301;2;failure;no
29;blue-collar;married;secondary;no;-1185;yes;yes;unknown;1;may;338;5;-1;0;unknown;no
29;management;single;secondary;no;2389;yes;no;cellular;3;jan;853;3;-1;0;unknown;yes
49;blue-collar;single;primary;no;-1666;yes;no;cellular;30;jan;493;2;696;23;unknown;no
35;admin.;married;secondary;no;3020;no;no;cellular;13;may;473;1;-1;0;unknown;no
28;admin.;married;secondary;no;1889;no;no;cellular;7;may;244;1;-1;0;unknown;yes
34;management;married;secondary;no;3516;yes;no;cellular;16;aug;638;1;-1;0;unknown;yes
33;services;married;primary;no;8626;yes;no;cellular;28;jun;171;10;-1;0;unknown;no
59;technician;divorced;primary;no;450;yes;no;cellular;14;may;1127;1;-1;0;unknown;no
27;technician;single;primary;no;131;no;yes;unknown;26;aug;143;3;-1;0;unknown;no
47;blue-collar;married;secondary;no;4497;no;no;cellular;16;nov;83;1;-1;0;unknown;no
53;blue-collar;married;tertiary;no;7130;yes;no;cellular;20;aug;546;3;-1;0;unknown;no
39;blue-collar;single;secondary;no;3796;yes;no;cellular;14;may;177;2;-1;0;unknown;no
26;admin.;married;secondary;no;4938;yes;no;cellular;8;aug;183;1;-1;0;unknown;no
55;blue-collar;single;secondary;no;986;yes;yes;cellular;31;may;1321;3;13;17;failure;no
41;blue-collar;married;tertiary;no;2835;no;no;unknown;23;may;85;1;-1;0;unknown;no
42;services;married;tertiary;no;598;no;no;unknown;12;aug;234;4;-1;0;unknown;yes
29;blue-collar;married;tertiary;no;-2817;yes;no;cellular;22;jun;187;6;-1;0;unknown;no
41;technician;married;tertiary;no;1305;no;no;unknown;24;may;102;5;-1;0;unknown;no
31;retired;married;primary;no;1892;yes;no;cellular;17;jun;4;4;-1;0;unknown;no
19;admin.;single;secondary;no;788;yes;yes;cellular;21;nov;274;2;-1;0;unknown;no
25;blue-collar;married;primary;no;4761;no;no;cellular;13;may;562;1;-1;0;unknown;no
21;management;married;secondary;no;3485;no;no;cellular;30;may;119;3;-1;0;unknown;no
42;services;married;primary;no;2898;yes;yes;cellular;4;may;25;1;-1;0;unknown;no
33;admin.;single;secondary;no;-485;yes;no;cellular;26;aug;30;1;-1;0;unknown;no
56;blue-collar;married;tertiary;no;1512;yes;no;unknown;10;jul;237;1;-1;0;unknown;yes
47;technician;married;secondary;no;-31;no;no;telephone;21;jun;553;1;284;19;failure;yes
44;blue-collar;married;secondary;no;555;yes;no;cellular;8;may;6;1;-1;0;unknown;no
59;services;single;tertiary;no;705;yes;yes;cellular;23;jul;168;1;-1;0;unknown;no
24;blue-collar;married;tertiary;no;2298;no;yes;telephone;21;jun;365;3;469;18;success;no
64;admin.;married;secondary;no;1688;no;no;cellular;6;jul;66;2;-1;0;unknown;yes
30;admin.;married;primary;no;-1266;yes;no;unknown;14;jul;185;4;-1;0;unknown;yes
54;management;married;secondary;no;1558;yes;no;cellular;22;aug;216;6;-1;0;unknown;no
25;admin.;married;secondary;no;3221;no;yes;cellular;14;jul;354;2;-1;0;unknown;no
43;retired;married;secondary;no;3425;no;no;cellular;23;aug;596;5;-1;0;unknown;no
56;blue-collar;single;secondary;no;-1870;no;no;cellular;6;may;146;3;16;9;failure;no
47;entrepreneur;single;tertiary;no;1376;no;no;unknown;21;may;46;4;-1;0;unknown;no
41;blue-collar;married;secondary;no;-3227;yes;no;cellular;9;jun;53;1;-1;0;unknown;no
62;technician;married;secondary;no;-348;yes;no;cellular;9;feb;83;3;-1;0;unknown;no
27;blue-collar;divorced;secondary;no;1325;no;no;cellular;5;nov;665;2;-1;0;unknown;no
41;services;married;primary;no;3433;no;no;unknown;15;may;897;1;-1;0;unknown;yes
27;retired;divorced;tertiary;no;4038;yes;no;unknown;2;feb;14;1;-1;0;unknown;no
39;blue-collar;married;secondary;no;-936;no;no;cellular;5;may;343;1;676;1;other;no
30;housemaid;single;secondary;no;2566;no;no;cellular;28;jun;32;2;-1;0;unknown;no
39;admin.;married;secondary;no;283;yes;no;cellular;25;feb;32;3;7;21;failure;no
32;admin.;married;secondary;no;2102;yes;no;cellular;30;oct;51;4;483;8;failure;no
33;blue-collar;single;secondary;no;48;yes;no;cellular;30;may;246;2;-1;0;unknown;no
38;blue-collar;married;primary;no;-1227;no;no;cellular;19;jul;368;3;-1;0;unknown;no
47;retired;single;secondary;no;4808;yes;yes;unknown;8;may;279;1;-1;0;unknown;no
35;admin.;single;tertiary;no;3121;no;yes;cellular;8;may;235;2;-1;0;unknown;no
35;technician;single;tertiary;no;3770;no;no;unknown;14;aug;59;4;-1;0;unknown;no
33;blue-collar;single;secondary;no;4022;yes;yes;unknown;19;may;94;3;-1;0;unknown;no
38;technician;married;primary;no;251;yes;no;unknown;1;aug;19;1;-1;0;unknown;no
19;blue-collar;married;primary;no;1612;yes;no;cellular;21;apr;77;1;-1;0;unknown;no
34;technician;married;tertiary;no;-463;no;no;unknown;2;aug;1013;3;-1;0;unknown;no
46;admin.;married;unknown;no;3702;yes;no;unknown;5;may;536;3;-1;0;unknown;no
23;services;married;secondary;no;6295;yes;no;cellular;28;jun;60;1;513;11;failure;no
43;retired;married;tertiary;no;4412;no;no;cellular;9;may;197;1;-1;0;unknown;yes
56;blue-collar;single;tertiary;no;2385;yes;yes;cellular;9;may;307;1;38;1;failure;no
42;management;married;secondary;no;-1582;no;yes;cellular;11;sep;489;1;288;13;unknown;yes
39;blue-collar;divorced;secondary;no;86;yes;no;telephone;11;feb;303;1;-1;0;unknown;no
52;management;married;tertiary;no;2402;yes;no;cellular;21;jul;114;1;-1;0;unknown;no
42;services;single;unknown;no;5405;no;yes;cellular;16;aug;456;4;-1;0;unknown;no
54;technician;divorced;secondary;no;2391;no;no;cellular;4;aug;34;3;334;19;unknown;no
35;admin.;married;secondary;no;1499;no;no;unknown;30;aug;287;1;-1;0;unknown;no
58;blue-collar;married;tertiary;no;-914;yes;no;cellular;31;jul;208;3;454;8;failure;no
40;admin.;married;tertiary;no;1474;no;no;unknown;25;sep;38;3;-1;0;unknown;no
48;technician;divorced;tertiary;no;3069;yes;no;cellular;3;jun;185;1;-1;0;unknown;no
42;blue-collar;single;secondary;no;3521;no;no;cellular;25;jul;44;1;-1;0;unknown;no
53;admin.;married;tertiary;no;1717;no;no;cellular;31;may;512;1;-1;0;unknown;no
60;admin.;married;unknown;no;-1546;no;no;cellular;1;jun;29;1;-1;0;unknown;no
38;self-employed;married;primary;no;5390;yes;yes;cellular;2;may;102;1;-1;0;unknown;no
31;housemaid;single;secondary;yes;3610;no;no;cellular;13;may;323;2;-1;0;unknown;no
20;technician;single;unknown;no;-127;no;no;unknown;10;may;10;3;-1;0;unknown;no
41;technician;single;secondary;no;5704;yes;no;unknown;4;jul;283;2;803;14;other;no
41;unknown;single;secondary;no;5202;yes;no;cellular;13;aug;321;4;-1;0;unknown;no
57;blue-collar;married;secondary;no;2332;yes;no;unknown;11;aug;266;2;546;3;failure;no
45;student;married;primary;no;216;yes;no;cellular;29;may;93;2;-1;0;unknown;no
19;retired;married;tertiary;no;241;yes;no;cellular;1;jul;284;2;-1;0;unknown;no
34;admin.;single;secondary;no;1382;no;no;unknown;8;nov;443;4;-1;0;unknown;no
37;services;divorced;secondary;no;-4693;yes;no;unknown;7;nov;1;1;-1;0;unknown;no
40;student;married;secondary;no;2798;yes;no;telephone;4;feb;205;8;91;21;failure;yes
47;blue-collar;single;tertiary;no;1620;no;no;unknown;30;may;40;8;-1;0;unknown;no
35;blue-collar;single;secondary;no;510;yes;no;cellular;20;may;78;5;-1;0;unknown;no
50;blue-collar;married;primary;no;-383;yes;yes;cellular;15;jun;515;1;-1;0;unknown;no
56;admin.;married;tertiary;no;3847;no;no;cellular;19;dec;407;2;813;10;failure;no
31;self-employed;married;primary;no;-1477;no;yes;cellular;24;nov;9;2;-1;0;unknown;no
68;management;married;primary;no;3501;yes;no;cellular;11;jun;87;8;-1;0;unknown;no
49;blue-collar;divorced;tertiary;no;788;yes;no;cellular;1;may;44;1;217;6;failure;no
36;technician;married;secondary;no;3778;no;no;cellular;16;jul;304;1;-1;0;unknown;no
32;retired;married;secondary;no;-1167;yes;yes;cellular;24;may;67;2;-1;0;unknown;no
50;blue-collar;single;tertiary;no;5036;yes;yes;cellular;6;jan;159;1;-1;0;unknown;no
56;services;married;secondary;no;912;no;no;cellular;16;may;132;3;-1;0;unknown;no
43;retired;divorced;secondary;no;2186;yes;no;cellular;21;aug;1046;2;-1;0;unknown;yes
55;unknown;married;secondary;no;-2402;yes;no;cellular;20;feb;85;1;-1;0;unknown;no
60;unemployed;single;tertiary;no;4030;no;no;unknown;7;may;138;3;-1;0;unknown;no
56;technician;single;secondary;no;958;yes;no;cellular;5;jul;224;1;-1;0;unknown;no
56;admin.;married;tertiary;no;-822;yes;no;cellular;5;may;94;7;-1;0;unknown;no
39;self-employed;married;unknown;no;9424;yes;no;unknown;17;oct;514;2;-1;0;unknown;yes
36;student;married;tertiary;no;6720;yes;no;cellular;30;apr;269;4;-1;0;unknown;no
36;admin.;single;tertiary;no;-3748;no;no;cellular;23;jun;155;1;-1;0;unknown;no
36;blue-collar;married;secondary;no;835;yes;no;cellular;22;oct;118;2;-1;0;unknown;no
34;admin.;married;tertiary;no;-4440;yes;no;cellular;19;nov;110;4;-1;0;unknown;no
25;retired;married;tertiary;no;-944;no;no;unknown;16;aug;211;1;-1;0;unknown;yes
63;blue-collar;divorced;primary;no;-3066;no;yes;telephone;12;apr;216;1;-1;0;unknown;no
33;technician;single;tertiary;no;1332;yes;yes;cellular;8;feb;244;1;75;15;failure;no
38;services;unknown;tertiary;no;-3551;no;no;unknown;21;jun;209;3;398;8;success;no
40;unknown;married;secondary;no;4755;no;yes;cellular;2;jun;145;1;109;10;failure;no
39;unemployed;divorced;primary;no;-744;yes;no;cellular;31;jul;45;1;-1;0;unknown;no
37;technician;single;tertiary;no;4328;no;no;cellular;17;may;62;1;-1;0;unknown;no
45;technician;married;tertiary;no;4433;no;no;cellular;1;may;96;2;-1;0;unknown;no
45;admin.;single;primary;no;8850;yes;no;cellular;8;nov;59;4;-1;0;unknown;no
45;admin.;single;primary;no;2640;yes;no;cellular;15;apr;238;4;-1;0;unknown;no
35;admin.;single;tertiary;no;1954;no;no;cellular;17;apr;419;1;-1;0;unknown;no
34;management;married;secondary;no;-2136;yes;no;cellular;21;feb;68;1;480;22;unknown;no
56;entrepreneur;married;secondary;yes;1735;yes;no;unknown;1;jul;141;1;-1;0;unknown;no
47;services;married;primary;no;-348;yes;no;cellular;2;nov;71;1;-1;0;unknown;no
48;blue-collar;divorced;secondary;no;2225;yes;no;cellular;21;jun;13;2;-1;0;unknown;no
42;technician;single;tertiary;no;1424;no;no;cellular;8;may;229;1;-1;0;unknown;no
37;student;divorced;secondary;no;975;yes;yes;unknown;26;jun;64;2;-1;0;unknown;no
56;technician;married;secondary;no;-3116;no;no;unknown;27;feb;109;4;-1;0;unknown;no
49;services;married;secondary;no;4991;yes;no;unknown;27;apr;55;1;365;14;failure;no
58;blue-collar;married;tertiary;no;4002;no;no;cellular;24;may;1071;1;-1;0;unknown;yes
34;admin.;married;primary;no;2606;yes;no;cellular;9;nov;73;3;822;16;failure;no
44;unemployed;single;tertiary;no;1461;yes;no;cellular;2;jul;236;1;-1;0;unknown;no
43;technician;divorced;secondary;no;3856;yes;yes;cellular;26;jun;103;2;-1;0;unknown;no
43;admin.;married;tertiary;no;1319;no;no;cellular;8;nov;1898;1;438;8;other;yes
53;blue-collar;single;tertiary;no;6581;yes;yes;cellular;15;may;90;1;738;1;unknown;no
24;admin.;single;secondary;no;1748;yes;yes;telephone;31;jul;244;3;-1;0;unknown;no
19;admin.;married;secondary;no;4000;yes;no;cellular;17;may;283;5;-1;0;unknown;no
53;blue-collar;married;primary;no;1338;no;no;cellular;17;may;20;1;-1;0;unknown;no
41;services;married;primary;no;761;yes;no;telephone;31;apr;370;2;20;19;other;no
52;admin.;single;secondary;no;1640;no;no;cellular;2;apr;7;1;-1;0;unknown;no
40;blue-collar;single;tertiary;no;1816;yes;no;unknown;15;jul;193;1;-1;0;unknown;no
29;technician;single;secondary;no;-3164;yes;yes;cellular;25;jul;103;2;-1;0;unknown;no
40;unemployed;divorced;tertiary;no;4745;no;no;unknown;28;jun;36;3;-1;0;unknown;no
38;blue-collar;married;tertiary;no;-979;yes;no;cellular;19;jul;28;2;-1;0;unknown;no
36;blue-collar;married;tertiary;no;-1063;yes;no;cellular;24;may;307;1;-1;0;unknown;yes
59;management;married;tertiary;no;51;yes;no;cellular;23;aug;146;2;-1;0;unknown;no
47;management;married;secondary;no;1895;yes;no;cellular;31;aug;293;4;411;10;failure;no
33;technician;married;secondary;no;1084;no;no;cellular;2;jan;1000;3;-1;0;unknown;yes
37;admin.;single;secondary;no;2472;yes;no;cellular;4;feb;506;4;-1;0;unknown;no
53;services;divorced;unknown;no;97;no;no;cellular;16;may;1317;3;-1;0;unknown;yes
37;entrepreneur;married;secondary;no;6114;no;no;cellular;18;aug;151;1;-1;0;unknown;no
45;admin.;divorced;primary;no;568;yes;no;cellular;8;aug;178;2;-1;0;unknown;no
52;student;married;unknown;no;2823;no;no;cellular;16;may;67;1;-1;0;unknown;no
64;blue-collar;single;secondary;no;-4416;yes;yes;cellular;12;aug;562;1;-1;0;unknown;no
34;technician;married;tertiary;no;-3125;yes;no;cellular;17;jul;74;4;-1;0;unknown;no
51;admin.;married;primary;no;-1333;yes;no;unknown;19;jul;370;3;-1;0;unknown;no
42;services;married;secondary;no;-529;no;no;cellular;21;nov;104;4;-1;0;unknown;no
43;unemployed;single;secondary;no;995;no;no;unknown;18;nov;461;1;299;6;failure;no
44;admin.;married;tertiary;no;4543;yes;no;cellular;22;may;2;3;206;2;failure;yes
46;admin.;married;primary;no;-4609;no;no;unknown;17;may;26;1;-1;0;unknown;no
63;blue-collar;married;secondary;no;2972;yes;no;unknown;19;may;113;4;-1;0;unknown;no
43;student;married;tertiary;no;-603;no;no;unknown;29;may;565;2;-1;0;unknown;no
53;entrepreneur;married;primary;no;-286;yes;no;cellular;13;aug;307;1;-1;0;unknown;no
37;blue-collar;single;secondary;no;7749;no;no;unknown;10;may;180;2;-1;0;unknown;no
44;management;married;secondary;no;1582;yes;no;cellular;22;sep;127;3;332;8;failure;yes
19;admin.;married;primary;no;19;yes;no;cellular;19;may;68;3;-1;0;unknown;no
19;admin.;married;secondary;no;-1861;yes;no;cellular;18;jun;43;2;286;18;success;no
67;blue-collar;married;secondary;no;3263;no;no;cellular;16;jul;313;4;64;13;unknown;no
53;entrepreneur;single;tertiary;no;-1735;yes;no;telephone;23;may;173;2;-1;0;unknown;no
33;admin.;single;secondary;no;-3063;yes;yes;unknown;22;may;797;1;-1;0;unknown;no
46;admin.;married;secondary;no;-2412;no;no;cellular;19;mar;146;4;-1;0;unknown;no
50;self-employed;divorced;tertiary;no;-552;no;yes;cellular;5;sep;257;9;-1;0;unknown;no
48;admin.;single;secondary;no;5233;yes;no;cellular;8;may;115;1;-1;0;unknown;yes
19;retired;married;unknown;no;3566;no;no;unknown;31;may;152;1;-1;0;unknown;no
27;services;divorced;primary;no;-1093;yes;no;unknown;2;oct;80;1;-1;0;unknown;no
37;technician;married;tertiary;no;3198;yes;no;cellular;14;aug;226;8;463;9;failure;no
31;technician;married;tertiary;no;-2606;yes;no;cellular;26;nov;135;1;-1;0;unknown;no
36;blue-collar;married;secondary;no;-3998;no;no;telephone;24;jul;157;5;-1;0;unknown;no
28;services;married;tertiary;no;6053;no;no;cellular;28;apr;1220;1;363;20;failure;yes
50;admin.;single;secondary;no;6827;no;no;unknown;19;apr;30;4;-1;0;unknown;no
43;blue-collar;married;secondary;no;-826;yes;no;cellular;7;may;97;1;-1;0;unknown;no
33;blue-collar;married;unknown;no;-2270;yes;no;unknown;16;may;281;11;-1;0;unknown;no
37;management;single;primary;no;2458;yes;no;cellular;19;may;43;5;-1;0;unknown;no
42;admin.;married;secondary;no;2432;yes;no;unknown;15;may;15;2;-1;0;unknown;no
57;student;married;tertiary;no;185;yes;no;cellular;6;may;461;1;-1;0;unknown;no
35;unknown;married;secondary;no;-1062;no;no;unknown;24;may;43;1;-1;0;unknown;no
45;blue-collar;divorced;secondary;no;4348;no;no;cellular;6;nov;111;2;15;24;failure;no
31;services;married;primary;no;2476;no;no;cellular;15;jul;138;2;291;19;failure;no
25;technician;married;primary;no;201;no;yes;cellular;3;may;45;8;-1;0;unknown;no
61;technician;divorced;secondary;no;-1477;yes;no;unknown;31;jul;71;3;-1;0;unknown;no
32;admin.;married;primary;no;1900;no;no;cellular;11;jun;189;1;-1;0;unknown;no
26;blue-collar;divorced;tertiary;no;-1975;yes;no;cellular;12;nov;72;3;-1;0;unknown;no
43;technician;married;secondary;no;3608;yes;no;unknown;5;may;98;1;-1;0;unknown;no
30;technician;married;tertiary;no;4771;no;no;cellular;12;feb;205;2;-1;0;unknown;no
45;management;single;primary;no;6303;yes;no;cellular;29;nov;58;1;322;18;success;no
27;admin.;married;secondary;no;-1143;yes;yes;unknown;5;may;62;1;-1;0;unknown;no
55;entrepreneur;married;secondary;no;-619;no;no;cellular;23;aug;190;3;228;15;failure;no
36;blue-collar;married;secondary;no;2139;no;yes;cellular;11;may;413;2;-1;0;unknown;no
38;admin.;married;secondary;no;5481;yes;no;cellular;30;nov;421;1;-1;0;unknown;no
52;blue-collar;married;secondary;no;1057;yes;no;cellular;5;aug;237;1;-1;0;unknown;no
